id,experiences_offered,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,cancellation_policy,price
18388452,none,f,f,Roslindale,Apartment,Private room,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Host greets you""}",1,strict,$50.00 
5706985,none,f,t,Roslindale,Apartment,Entire home/apt,3,1,1,2,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",1,strict,$100.00 
15193504,none,t,t,Roslindale,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Room-darkening shades"",""Host greets you""}",1,flexible,$62.00 
18912111,none,f,t,Roslindale,Condominium,Private room,2,2.5,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,moderate,$60.00 
21107821,none,t,t,Roslindale,Apartment,Entire home/apt,6,2,2,3,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",2,strict,$200.00 
15864923,none,f,f,Roslindale,House,Entire home/apt,6,1.5,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",3,strict,$125.00 
1724900,none,f,f,Roslindale,House,Entire home/apt,4,1,2,2,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",4,strict,$141.00 
16272709,none,f,f,Roslindale,House,Entire home/apt,6,1,2,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Other}",1,strict,$105.00 
18181482,none,f,t,Roslindale,House,Entire home/apt,6,1,3,4,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo,""Hair dryer""}",1,strict,$150.00 
20207694,none,f,f,Roslindale,Apartment,Entire home/apt,6,1,2,4,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$147.00 
21189065,none,f,t,Roslindale,House,Private room,1,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Private living room""}",1,flexible,$75.00 
17382859,none,f,t,Roslindale,House,Entire home/apt,16,1,5,11,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",1,strict,$200.00 
3968797,none,t,t,Roslindale,House,Private room,2,1.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,moderate,$85.00 
1494726,none,f,t,Roslindale,House,Private room,1,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Well-lit path to entrance""}",3,strict,$75.00 
3755609,none,t,t,Roslindale,House,Private room,1,1,1,1,"{""Family/kid friendly"",""translation missing: en.hosting_amenity_49""}",3,flexible,$72.00 
15099163,none,t,t,Roslindale,Apartment,Private room,2,1,1,2,"{""Smoke detector"",""Wireless Internet"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Hot water"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",Heating}",1,flexible,$79.00 
18254869,none,f,f,Roslindale,Apartment,Entire home/apt,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Private entrance"",TV,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",1,moderate,$150.00 
21154569,none,f,f,Roslindale,House,Private room,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Long term stays allowed""}",2,strict,$49.00 
15616726,none,t,t,Roslindale,House,Entire home/apt,8,1,3,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Outlet covers"",""Stair gates"",""Children‰Ûªs books and toys"",Crib}",2,strict,$150.00 
19073668,none,f,f,Roslindale,House,Private room,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,Gym,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Long term stays allowed"",""Well-lit path to entrance""}",2,strict,$49.00 
19991354,none,f,t,Roslindale,House,Private room,2,1,1,2,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door""}",1,flexible,$90.00 
3229255,none,f,t,Roslindale,Apartment,Entire home/apt,3,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Pack ‰Ûªn Play/travel crib""}",1,strict,$125.00 
18194673,none,f,t,Roslindale,House,Private room,2,2,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",2,flexible,$50.00 
18580155,none,f,t,Roslindale,House,Entire home/apt,5,2.5,3,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""Private entrance""}",5,flexible,$225.00 
1721016,none,f,f,Roslindale,Apartment,Entire home/apt,1,1,0,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,strict,$106.00 
19327752,none,f,f,Roslindale,House,Private room,1,0.5,1,1,"{""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",7,flexible,$31.00 
12927298,none,f,t,Roslindale,House,Entire home/apt,7,2,3,4,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",3,strict,$285.00 
18790023,none,f,t,Roslindale,Apartment,Private room,3,1,1,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Firm mattress""}",2,strict,$55.00 
7482195,none,f,t,Roslindale,House,Private room,1,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",5,strict,$50.00 
6603827,none,f,t,Roslindale,House,Private room,1,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",5,strict,$59.00 
16172058,none,t,t,Roslindale,Apartment,Entire home/apt,3,1,1,2,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,moderate,$95.00 
2843445,none,t,t,Roslindale,House,Private room,2,2,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,moderate,$85.00 
16892278,none,t,t,Roslindale,Apartment,Entire home/apt,6,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self Check-In"",Keypad}",2,strict,$199.00 
40601,none,f,t,Jamaica Plain,House,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",4,moderate,$95.00 
20406376,none,f,f,Jamaica Plain,Condominium,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room""}",1,flexible,$55.00 
19102964,none,f,t,Jamaica Plain,House,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator}",1,moderate,$95.00 
19294099,none,f,f,Jamaica Plain,Other,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Other}",1,moderate,$58.00 
6862594,none,f,f,Jamaica Plain,House,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",1,flexible,$60.00 
17843922,none,f,f,Jamaica Plain,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator}",3,strict,$40.00 
2798787,none,t,t,Jamaica Plain,Other,Private room,2,1.5,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",1,moderate,$75.00 
2295530,none,t,t,Jamaica Plain,House,Private room,3,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Gym,Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub}",2,strict,$120.00 
17476391,none,f,t,Jamaica Plain,House,Private room,2,1,0,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed""}",2,moderate,$67.00 
